  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.935  -32.5446     0.988     0.000
    3.893  -32.5533     0.988     0.000
    3.852  -32.5632     0.988     0.000
    3.811  -32.5742     0.988     0.000
    3.769  -32.5862     0.988     0.000
    3.728  -32.5991     0.988     0.000
    3.686  -32.6129     0.988     0.000
    3.645  -32.6274     0.988     0.000
    3.604  -32.6426     0.988     0.000
    3.562  -32.6582     0.988     0.000
    3.521  -32.6743     0.988     0.000
    3.480  -32.6907     0.988     0.000
    3.438  -32.7088     0.984     0.000
    3.397  -32.7241     0.984     0.000
    3.397  -32.7241     0.986     0.000
    3.368  -32.7267     0.984     0.000
    3.338  -32.7255     0.984     0.000
    3.309  -32.7237     0.984     0.000
    3.280  -32.7217     0.982     0.000
    3.250  -32.7197     0.984     0.000
    3.221  -32.7178     0.984     0.000
    3.192  -32.7159     0.984     0.000
    3.163  -32.7142     0.984     0.000
    3.133  -32.7125     0.984     0.000
    3.104  -32.7109     0.984     0.000
    3.075  -32.7095     0.984     0.000
    3.046  -32.7082     0.984     0.000
    3.016  -32.7071     0.984     0.000
    2.987  -32.7061     0.984     0.000
    2.958  -32.7053     0.984     0.000
    2.929  -32.7046     0.984     0.000
    2.899  -32.7042     0.984     0.000
    2.870  -32.7039     0.986     0.000
    2.841  -32.7038     0.982     0.000
    2.841  -32.7038     0.984     0.000
    2.812  -32.6854     0.984     0.000
    2.782  -32.6671     0.988     0.000
    2.753  -32.6490     0.984     0.000
    2.724  -32.6312     0.988     0.000
    2.695  -32.6139     0.988     0.000
    2.665  -32.5972     0.988     0.000
    2.636  -32.5811     0.988     0.000
    2.607  -32.5659     0.992     0.000
    2.577  -32.5517     0.988     0.000
    2.548  -32.5384     0.992     0.000
    2.519  -32.5262     0.988     0.000
    2.490  -32.5164     0.992     0.000
    2.460  -32.5173     0.988     0.000
    2.431  -32.5180     0.992     0.000
    2.402  -32.5186     0.988     0.000
    2.373  -32.5191     0.992     0.000
    2.343  -32.5195     0.988     0.000
    2.314  -32.5197     0.992     0.000
    2.285  -32.5198     0.988     0.000
    2.285  -32.5198     0.992     0.000
    2.265  -32.5197     0.992     0.000
    2.244  -32.5197     0.992     0.000
    2.224  -32.5197     0.992     0.000
    2.203  -32.5197     0.992     0.000
    2.183  -32.5197     0.992     0.000
    2.163  -32.5196     0.992     0.000
    2.142  -32.5196     0.992     0.000
    2.122  -32.5196     0.992     0.000
    2.102  -32.5196     0.992     0.000
    2.081  -32.5195     0.992     0.000
    2.061  -32.5195     0.992     0.000
    2.041  -32.5195     0.992     0.000
    2.020  -32.5195     0.992     0.000
    2.000  -32.5195     0.992     0.000
    1.980  -32.5195     0.992     0.000
    1.959  -32.5195     0.992     0.000
    1.939  -32.5195     0.992     0.000
    1.919  -32.5195     0.992     0.000
    1.898  -32.5195     0.992     0.000
    1.898  -32.5195     0.992     0.000
    1.857  -32.5202     0.992     0.000
    1.815  -32.5223     0.992     0.000
    1.774  -32.5258     0.992     0.000
    1.733  -32.5307     0.992     0.000
    1.691  -32.5368     0.992     0.000
    1.650  -32.5443     0.992     0.000
    1.609  -32.5530     0.992     0.000
    1.567  -32.5629     0.992     0.000
    1.526  -32.5739     0.992     0.000
    1.484  -32.5859     0.992     0.000
    1.443  -32.5988     0.984     0.000
    1.402  -32.6125     0.984     0.000
    1.360  -32.6270     0.984     0.000
    1.319  -32.6421     0.984     0.000
    1.277  -32.6578     0.984     0.000
    1.236  -32.6739     0.984     0.000
    1.195  -32.6903     0.984     0.000
    1.153  -32.7094     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.112  -32.7245     0.984     0.000
    1.083  -32.7262     0.984     0.000
    1.053  -32.7249     0.984     0.000
    1.024  -32.7231     0.984     0.000
    0.995  -32.7211     0.984     0.000
    0.966  -32.7192     0.984     0.000
    0.936  -32.7172     0.984     0.000
    0.907  -32.7154     0.984     0.000
    0.878  -32.7136     0.984     0.000
    0.849  -32.7119     0.984     0.000
    0.819  -32.7104     0.984     0.000
    0.790  -32.7089     0.984     0.000
    0.761  -32.7077     0.988     0.000
    0.732  -32.7065     0.984     0.000
    0.702  -32.7055     0.984     0.000
    0.673  -32.7047     0.984     0.000
    0.644  -32.7041     0.984     0.000
    0.614  -32.7037     0.984     0.000
    0.585  -32.7034     0.984     0.000
    0.556  -32.7033     0.984     0.000
    0.556  -32.7033     0.984     0.000
    0.527  -32.6849     0.984     0.000
    0.497  -32.6666     0.984     0.000
    0.468  -32.6485     0.984     0.000
    0.439  -32.6308     0.984     0.000
    0.410  -32.6135     0.984     0.000
    0.380  -32.5968     0.992     0.000
    0.351  -32.5808     0.992     0.000
    0.322  -32.5656     0.992     0.000
    0.293  -32.5513     0.992     0.000
    0.263  -32.5381     0.992     0.000
    0.234  -32.5259     0.992     0.000
    0.205  -32.5161     0.992     0.000
    0.176  -32.5170     0.992     0.000
    0.146  -32.5177     0.992     0.000
    0.117  -32.5183     0.992     0.000
    0.088  -32.5188     0.992     0.000
    0.059  -32.5192     0.992     0.000
    0.029  -32.5194     0.992     0.000
    0.000  -32.5195     0.992     0.000
 
# Band-Index:   29
    0.000  -32.4785     0.992     0.000
    0.029  -32.4793     0.992     0.000
    0.059  -32.4816     0.992     0.000
    0.088  -32.4855     0.992     0.000
    0.117  -32.4909     0.992     0.000
    0.146  -32.4977     0.992     0.000
    0.176  -32.5060     0.992     0.000
    0.205  -32.5157     0.992     0.000
    0.234  -32.5156     0.992     0.000
    0.263  -32.5145     0.992     0.000
    0.293  -32.5133     0.992     0.000
    0.322  -32.5120     0.992     0.000
    0.351  -32.5106     0.992     0.000
    0.380  -32.5092     0.992     0.000
    0.410  -32.5076     0.992     0.000
    0.439  -32.5060     0.992     0.000
    0.468  -32.5044     0.992     0.000
    0.497  -32.5027     0.992     0.000
    0.527  -32.5010     0.992     0.000
    0.556  -32.4993     0.992     0.000
    0.556  -32.4993     0.992     0.000
    0.585  -32.5001     0.992     0.000
    0.614  -32.5025     0.992     0.000
    0.644  -32.5065     0.992     0.000
    0.673  -32.5120     0.988     0.000
    0.702  -32.5191     0.992     0.000
    0.732  -32.5276     0.992     0.000
    0.761  -32.5375     0.992     0.000
    0.790  -32.5488     0.992     0.000
    0.819  -32.5612     0.988     0.000
    0.849  -32.5749     0.988     0.000
    0.878  -32.5895     0.988     0.000
    0.907  -32.6052     0.988     0.000
    0.936  -32.6216     0.988     0.000
    0.966  -32.6387     0.984     0.000
    0.995  -32.6564     0.984     0.000
    1.024  -32.6745     0.984     0.000
    1.053  -32.6928     0.984     0.000
    1.083  -32.7106     0.984     0.000
    1.112  -32.7235     0.984     0.000
    1.112  -32.7235     0.984     0.000
    1.153  -32.7083     0.984     0.000
    1.195  -32.6890     0.984     0.000
    1.236  -32.6686     0.988     0.000
    1.277  -32.6485     0.988     0.000
    1.319  -32.6290     0.988     0.000
    1.360  -32.6102     0.988     0.000
    1.402  -32.5923     0.988     0.000
    1.443  -32.5753     0.988     0.000
    1.484  -32.5594     0.988     0.000
    1.526  -32.5447     0.988     0.000
    1.567  -32.5313     0.988     0.000
    1.609  -32.5192     0.992     0.000
    1.650  -32.5086     0.992     0.000
    1.691  -32.4995     0.992     0.000
    1.733  -32.4920     0.992     0.000
    1.774  -32.4861     0.992     0.000
    1.815  -32.4819     0.992     0.000
    1.857  -32.4793     0.992     0.000
    1.898  -32.4785     0.992     0.000
    1.898  -32.4785     0.992     0.000
    1.919  -32.4785     0.992     0.000
    1.939  -32.4785     0.992     0.000
    1.959  -32.4785     0.992     0.000
    1.980  -32.4784     0.992     0.000
    2.000  -32.4784     0.992     0.000
    2.020  -32.4784     0.992     0.000
    2.041  -32.4784     0.992     0.000
    2.061  -32.4784     0.992     0.000
    2.081  -32.4784     0.992     0.000
    2.102  -32.4784     0.992     0.000
    2.122  -32.4783     0.992     0.000
    2.142  -32.4784     0.992     0.000
    2.163  -32.4783     0.992     0.000
    2.183  -32.4783     0.992     0.000
    2.203  -32.4783     0.992     0.000
    2.224  -32.4783     0.992     0.000
    2.244  -32.4782     0.992     0.000
    2.265  -32.4782     0.992     0.000
    2.285  -32.4782     0.992     0.000
    2.285  -32.4782     0.992     0.000
    2.314  -32.4790     0.992     0.000
    2.343  -32.4813     0.992     0.000
    2.373  -32.4852     0.992     0.000
    2.402  -32.4906     0.992     0.000
    2.431  -32.4974     0.992     0.000
    2.460  -32.5057     0.992     0.000
    2.490  -32.5153     0.988     0.000
    2.519  -32.5154     0.992     0.000
    2.548  -32.5143     0.992     0.000
    2.577  -32.5131     0.992     0.000
    2.607  -32.5118     0.992     0.000
    2.636  -32.5104     0.988     0.000
    2.665  -32.5089     0.988     0.000
    2.695  -32.5074     0.988     0.000
    2.724  -32.5058     0.992     0.000
    2.753  -32.5041     0.988     0.000
    2.782  -32.5024     0.992     0.000
    2.812  -32.5007     0.992     0.000
    2.841  -32.4990     0.990     0.000
    2.841  -32.4990     0.990     0.000
    2.870  -32.4998     0.992     0.000
    2.899  -32.5022     0.990     0.000
    2.929  -32.5062     0.992     0.000
    2.958  -32.5117     0.990     0.000
    2.987  -32.5188     0.992     0.000
    3.016  -32.5273     0.992     0.000
    3.046  -32.5372     0.988     0.000
    3.075  -32.5484     0.990     0.000
    3.104  -32.5608     0.988     0.000
    3.133  -32.5745     0.990     0.000
    3.163  -32.5891     0.986     0.000
    3.192  -32.6047     0.986     0.000
    3.221  -32.6211     0.988     0.000
    3.250  -32.6382     0.984     0.000
    3.280  -32.6559     0.988     0.000
    3.309  -32.6740     0.984     0.000
    3.338  -32.6922     0.984     0.000
    3.368  -32.7100     0.982     0.000
    3.397  -32.7241     0.984     0.000
    3.397  -32.7241     0.984     0.000
    3.438  -32.7088     0.984     0.000
    3.480  -32.6884     0.984     0.000
    3.521  -32.6680     0.984     0.000
    3.562  -32.6480     0.986     0.000
    3.604  -32.6285     0.986     0.000
    3.645  -32.6098     0.986     0.000
    3.686  -32.5919     0.988     0.000
    3.728  -32.5749     0.988     0.000
    3.769  -32.5590     0.990     0.000
    3.811  -32.5443     0.990     0.000
    3.852  -32.5309     0.990     0.000
    3.893  -32.5189     0.992     0.000
    3.935  -32.5083     0.992     0.000
    3.976  -32.4992     0.992     0.000
    4.018  -32.4917     0.992     0.000
    4.059  -32.4858     0.992     0.000
    4.100  -32.4816     0.992     0.000
    4.142  -32.4790     0.992     0.000
    4.183  -32.4782     0.992     0.000
    4.183  -32.4993     0.992     0.000
    4.203  -32.4993     0.992     0.000
    4.224  -32.4993     0.992     0.000
    4.244  -32.4993     0.988     0.000
    4.264  -32.4993     0.992     0.000
    4.285  -32.4993     0.992     0.000
    4.305  -32.4993     0.988     0.000
    4.326  -32.4992     0.992     0.000
    4.346  -32.4992     0.988     0.000
    4.366  -32.4992     0.992     0.000
    4.387  -32.4992     0.988     0.000
    4.407  -32.4992     0.988     0.000
    4.427  -32.4992     0.992     0.000
    4.448  -32.4992     0.992     0.000
    4.468  -32.4991     0.992     0.000
    4.488  -32.4991     0.992     0.000
    4.509  -32.4991     0.992     0.000
    4.529  -32.4991     0.992     0.000
    4.549  -32.4990     0.988     0.000
    4.570  -32.4990     0.992     0.000
    4.570  -32.7235     0.984     0.000
    4.590  -32.7235     0.982     0.000
    4.610  -32.7236     0.984     0.000
    4.631  -32.7236     0.984     0.000
    4.651  -32.7236     0.984     0.000
    4.671  -32.7236     0.984     0.000
    4.692  -32.7236     0.984     0.000
    4.712  -32.7236     0.984     0.000
    4.733  -32.7237     0.982     0.000
    4.753  -32.7237     0.984     0.000
    4.773  -32.7237     0.984     0.000
    4.794  -32.7237     0.984     0.000
    4.814  -32.7238     0.984     0.000
    4.834  -32.7238     0.984     0.000
    4.855  -32.7238     0.984     0.000
    4.875  -32.7239     0.984     0.000
    4.895  -32.7239     0.984     0.000
    4.916  -32.7240     0.984     0.000
    4.936  -32.7240     0.984     0.000
    4.956  -32.7241     0.982     0.000
 
# Band-Index:   30
    4.956  -32.7241     0.984     0.000
    4.936  -32.7240     0.984     0.000
    4.916  -32.7240     0.984     0.000
    4.895  -32.7239     0.984     0.000
    4.875  -32.7239     0.984     0.000
    4.855  -32.7238     0.984     0.000
    4.834  -32.7238     0.984     0.000
    4.814  -32.7238     0.980     0.000
    4.794  -32.7237     0.984     0.000
    4.773  -32.7237     0.984     0.000
    4.753  -32.7237     0.984     0.000
    4.733  -32.7237     0.984     0.000
    4.712  -32.7236     0.984     0.000
    4.692  -32.7236     0.984     0.000
    4.671  -32.7236     0.984     0.000
    4.651  -32.7236     0.984     0.000
    4.631  -32.7236     0.984     0.000
    4.610  -32.7236     0.984     0.000
    4.590  -32.7235     0.984     0.000
    4.570  -32.7235     0.984     0.000
    4.570  -32.4990     0.992     0.000
    4.549  -32.4990     0.988     0.000
    4.529  -32.4991     0.992     0.000
    4.509  -32.4991     0.992     0.000
    4.488  -32.4991     0.992     0.000
    4.468  -32.4991     0.992     0.000
    4.448  -32.4992     0.992     0.000
    4.427  -32.4992     0.992     0.000
    4.407  -32.4992     0.988     0.000
    4.387  -32.4992     0.988     0.000
    4.366  -32.4992     0.992     0.000
    4.346  -32.4992     0.988     0.000
    4.326  -32.4992     0.992     0.000
    4.305  -32.4993     0.988     0.000
    4.285  -32.4993     0.992     0.000
    4.264  -32.4993     0.992     0.000
    4.244  -32.4993     0.988     0.000
    4.224  -32.4993     0.992     0.000
    4.203  -32.4993     0.992     0.000
    4.183  -32.4993     0.992     0.000
    4.183  -32.4782     0.992     0.000
    4.142  -32.4790     0.992     0.000
    4.100  -32.4816     0.990     0.000
    4.059  -32.4858     0.992     0.000
    4.018  -32.4917     0.994     0.000
    3.976  -32.4992     0.988     0.000
    3.935  -32.5083     0.990     0.000
    3.893  -32.5189     0.990     0.000
    3.852  -32.5309     0.988     0.000
    3.811  -32.5443     0.990     0.000
    3.769  -32.5590     0.988     0.000
    3.728  -32.5749     0.988     0.000
    3.686  -32.5919     0.988     0.000
    3.645  -32.6098     0.988     0.000
    3.604  -32.6285     0.988     0.000
    3.562  -32.6480     0.986     0.000
    3.521  -32.6680     0.986     0.000
    3.480  -32.6884     0.984     0.000
    3.438  -32.7088     0.984     0.000
    3.397  -32.7241     0.984     0.000
    3.397  -32.7241     0.982     0.000
    3.368  -32.7100     0.984     0.000
    3.338  -32.6922     0.984     0.000
    3.309  -32.6740     0.986     0.000
    3.280  -32.6559     0.986     0.000
    3.250  -32.6382     0.986     0.000
    3.221  -32.6211     0.986     0.000
    3.192  -32.6047     0.988     0.000
    3.163  -32.5891     0.986     0.000
    3.133  -32.5745     0.988     0.000
    3.104  -32.5608     0.988     0.000
    3.075  -32.5484     0.992     0.000
    3.046  -32.5372     0.990     0.000
    3.016  -32.5273     0.992     0.000
    2.987  -32.5188     0.990     0.000
    2.958  -32.5117     0.988     0.000
    2.929  -32.5062     0.990     0.000
